target,text,clean_text
POSITIVE,@Gaga4Gokey heyy! AWESOME  i followed you too., heyy AWESOME i followed you too
NEGATIVE,@JonnyAlmighty wouldnt load when i trie dto watch it ,JonnyAlmighty wouldnt load when i trie dto watch it 
NEGATIVE,"@pimme Nu har jag gjort reset, fast datorn hittar liksom inte routern nu...   What's up with that?",pimme Nu har jag gjort reset fast datorn hittar liksom inte routern nu Whats up with that
NEGATIVE,"@rhettmiller wait, whats this bowery hotel event i didnt know about? thought we were pals ",rhettmiller wait whats this bowery hotel event i didnt know about thought we were pals 
POSITIVE,Couldn't ask for a better night ,Couldnt ask for a better night 
POSITIVE,elaura said she hates when dudes wear girl headbands..... i said pffft look at short stack and for our hero ;D dayumm hahaha ,elaura said she hates when dudes wear girl headbands i said pffft look at short stack and for our hero D dayumm hahaha 
NEGATIVE,@shaansagoo i knoow right  immaa miss u guyys BUT WE'RE GOING TO RED HOT TMW !!!,shaansagoo i knoow right immaa miss u guyys BUT WERE GOING TO RED HOT TMW 
NEGATIVE,Got tons of work left to do ,Got tons of work left to do 
POSITIVE,"@davejmatthews if twitter is broken,then how can we see ur tweet? btw..that booty shake u did the other night,u should do that more often ",davejmatthews if twitter is brokenthen how can we see ur tweet btwthat booty shake u did the other nightu should do that more often 
POSITIVE,"Me on a skateboard is like my step-dad, it just doesnt work. hehe ",Me on a skateboard is like my stepdad it just doesnt work hehe 
POSITIVE,Indeed.  He totally wears like tightish abercrombie and hollister shirts too. It's yummie.,Indeed He totally wears like tightish abercrombie and hollister shirts too Its yummie
NEGATIVE,omg i jest fininshed cleaning the tolets it was sooooooo gross   ew,omg i jest fininshed cleaning the tolets it was sooooooo gross ew
POSITIVE,"@RulerofDazzle Right. Ok. Already had that. I'm sorry, I thought I missed something else. I didn't mean to look dense. ",RulerofDazzle Right Ok Already had that Im sorry I thought I missed something else I didnt mean to look dense 
POSITIVE,@Michael_Plank Here's one for you!  I'm getting Vector undefined even though I'm compiling using FP10 SDK in #FDT. Any ideas? Cheers,MichaelPlank Heres one for you Im getting Vector undefined even though Im compiling using SDK in FDT Any ideas Cheers
NEGATIVE,"@tommcfly Tom Please come to Israel, I beggin you, we need you here, really !  â¥",tommcfly Tom Please come to Israel I beggin you we need you here really â¥
NEGATIVE,need a break...my head hurts ,need a breakmy head hurts 
POSITIVE,On the road 2 Ãlvkarleby. Looking forward to some lunch... ,On the road Ãlvkarleby Looking forward to some lunch 
NEGATIVE,@chaaachaaa That's really mean. ,chaaachaaa Thats really mean 
NEGATIVE,@britter_bug Fo'real. Can you get that fixed please? I'm gonna be lonely without you. ,britterbug Foreal Can you get that fixed please Im gonna be lonely without you 
NEGATIVE,having problems with restaurant city.  http://plurk.com/p/paptn,having problems with restaurant city httpplurkcomppaptn
NEGATIVE,@Candi_B its already 2 30 ,CandiB its already 
NEGATIVE,@applegurl77 What about AT&amp;T customers that *don't* have an iPhone and want one? , What about ATampT customers that dont have an iPhone and want one 
NEGATIVE,My baby girl is gone 4 da summer...she is my other half and I miss her so much. I hope she has fun &amp; summer ends soon  ,My baby girl is gone da summershe is my other half and I miss her so much I hope she has fun amp summer ends soon 
POSITIVE,"gonna go, have some fun with my friends at the homestadium of my club. hopefully our teams are going to win! ",gonna go have some fun with my friends at the homestadium of my club hopefully our teams are going to win 
POSITIVE,No running today. Yes fondue!!! ,No running today Yes fondue 
POSITIVE,"@SatsugaiCat re- Bugs with cream center,  me eats them too, they good 'cause I throw them up quicker  my favs are crunchy",SatsugaiCat re Bugs with cream center me eats them too they good cause I throw them up quicker my favs are crunchy
POSITIVE,Twitter will have 1hr of downtime at 2p Pacific on June 16.    OMGGGGGGGG   What are we going to do....   LOL,Twitter will have of downtime at Pacific on June OMGGGGGGGG What are we going to do LOL
NEGATIVE,my poor persian cats are miserable today. aw ,my poor persian cats are miserable today aw 
NEGATIVE,No internet for a while ,No internet for a while 
POSITIVE,@lilnerdette Lovely sangria induced slumber to you! ,lilnerdette Lovely sangria induced slumber to you 
NEGATIVE,@jamie_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German. ,jamieoliver I was off by one year I really wanted some of Jamies cooking books in ENGLISH not German 
POSITIVE,@mabster You know he's cackling at your conundrum during the ad breaks? ,mabster You know hes cackling at your conundrum during the ad breaks 
NEGATIVE,i need to find places to meet people ,i need to find places to meet people 
POSITIVE,Good morning yall ,Good morning yall 
NEGATIVE,I really wanna sleep all night long but... I don't know if I will... ,I really wanna sleep all night long but I dont know if I will 
POSITIVE,@freedomclothing sounds like a great comment for the debate ,freedomclothing sounds like a great comment for the debate 
POSITIVE,fuck you as in hate you so much  \m/ &gt;&lt;,fuck you as in hate you so much m gtlt
NEGATIVE,"@honeyortar the hinge broke  it works, just doesn't open smoothly and it's pissing me off. I dunno I'll see if it can be fixed first.",honeyortar the hinge broke it works just doesnt open smoothly and its pissing me off I dunno Ill see if it can be fixed first
POSITIVE,And they just served lunch on the train...I miss out :s listening to the eskies tho ,And they just served lunch on the trainI miss out s listening to the eskies tho 
NEGATIVE,I am sad because I'll miss the live conferences for E3 this morning ,I am sad because Ill miss the live conferences for this morning 
NEGATIVE,have to come back to newcastle today ,have to come back to newcastle today 
NEGATIVE,"@tarakiser Sorry, looks like I'm working,  ",tarakiser Sorry looks like Im working 
POSITIVE,I finally uploaded a video. ,I finally uploaded a video 
NEGATIVE,Supposed to be at a driving lesson but I must have got the time wrong  Today is going to be Roundabouts for an hour straight... fun  #fb,Supposed to be at a driving lesson but I must have got the time wrong Today is going to be Roundabouts for an hour straight fun fb
NEGATIVE,No I just dropped my phone trying to put it in my pocket ,No I just dropped my phone trying to put it in my pocket 
POSITIVE,@Sharanya working on a few images dahlin.. thats fun for me ,Sharanya working on a few images dahlin thats fun for me 
POSITIVE,listening to all time low ,listening to all time low 
POSITIVE,"is too temperamental for her own good.=/ anyway, will be watching 'the taking of pelham 1 2 3' with @RyanCh3n later! ",is too temperamental for her own good anyway will be watching the taking of pelham with later 
NEGATIVE,I'm in school and it sucks ,Im in school and it sucks 
NEGATIVE,Received the letter from school and it says that exam time-table will be strictly adhered to. Upset  - http://tweet.sg,Received the letter from school and it says that exam timetable will be strictly adhered to Upset httptweetsg
POSITIVE,"an Hyperebenen basteln. dabei noch immer hypermÃ¼de und hyperverplant - &quot;You can't say this&quot;,&quot;Yes, he can. I just did, faggot&quot; ",an Hyperebenen basteln dabei noch immer hypermÃ¼de und hyperverplant quotYou cant say thisquotquotYes he can I just did faggotquot 
NEGATIVE,So sad I'm missing the brocantes in my 'hood. ,So sad Im missing the brocantes in my hood 
NEGATIVE,@miiineee_ WHY DID YOU DELETE YOUR HA ACCOUNT ,miiineee WHY DID YOU DELETE YOUR HA ACCOUNT 
POSITIVE,pretty morning. happy coffee. ,pretty morning happy coffee 
POSITIVE,weird weather.. thank you power shortages  haha,weird weather thank you power shortages haha
POSITIVE,@oPHo its because we actually care about our appearance in the here and now AND in the future  preventative maintenance lol,oPHo its because we actually care about our appearance in the here and now AND in the future preventative maintenance lol
NEGATIVE,"The revision starts today, I can no longer put it off ",The revision starts today I can no longer put it off 
POSITIVE,@fudder thanks for stopping by at @OXID_eSales headquarters today. Very much looking forward to our future projects! speak to you soon ,fudder thanks for stopping by at OXIDeSales headquarters today Very much looking forward to our future projects speak to you soon 
POSITIVE,likey this video...  â« http://blip.fm/~7hdfp,likey this video â« httpblipfm
POSITIVE,@KitchenDani  I guess that sentiment is really just an extension of having them in the first place.,KitchenDani I guess that sentiment is really just an extension of having them in the first place
NEGATIVE,"tryin' to figure out  wt i should do next,i'm always lost, down or wt u say depressed,wt is happenin to me,i duno..plz make me a way God ",tryin to figure out wt i should do nextim always lost down or wt u say depressedwt is happenin to mei dunoplz make me a way God 
POSITIVE,&lt;----------- is listening the FUCK out of Lamb of God ,lt is listening the FUCK out of Lamb of God 
POSITIVE,@100bpm Thanks for the follow! Your blog is quite informative. I am rooting for the PBT guys. , Thanks for the follow Your blog is quite informative I am rooting for the PBT guys 
NEGATIVE,@LoveBollywood I missed listening live  Great interview; she packs such oomph in her speech alone! Is Neelam Jewels still on Linking Rd?,LoveBollywood I missed listening live Great interview she packs such oomph in her speech alone Is Neelam Jewels still on Linking Rd
POSITIVE,"thinks today will be long, but rewarding  2 more days until A.J.'s wedding!",thinks today will be long but rewarding more days until AJs wedding
NEGATIVE,&quot;year one&quot; without my lady ,quotyear onequot without my lady 
POSITIVE,@poor_dog wow wow lovely postcard ,poordog wow wow lovely postcard 
POSITIVE,@Mommykins41 yell at me I can take it! , yell at me I can take it 
NEGATIVE,"My sisters's dragging me to go upstairs already. So, good night. I wish I had a computer in my room. ",My sisterss dragging me to go upstairs already So good night I wish I had a computer in my room 
NEGATIVE,"@djerictm haha no I don't like sports, but why did u ask? ",djerictm haha no I dont like sports but why did u ask 
POSITIVE,Special Tour Dates now  On myspace.com &gt;&gt; http://twurl.nl/8tb0wf,Special Tour Dates now On myspacecom gtgt httptwurlnl
NEGATIVE,Noooo they tooook Keviiin ,Noooo they tooook Keviiin 
NEGATIVE,"I think i'm going to watch a film now, crappy weather here ",I think im going to watch a film now crappy weather here 
NEGATIVE,@sparklingwhine comms seriously make flists unreadable ,sparklingwhine comms seriously make flists unreadable 
NEGATIVE,I'm missing good seats for paramore for prom!!! ,Im missing good seats for paramore for prom 
NEGATIVE,I sew fat T_T I should just shoot myself cause I can't fit into any dresses ,I sew fat TT I should just shoot myself cause I cant fit into any dresses 
NEGATIVE,No one called ,No one called 
POSITIVE,"@whitezaichik Ð½Ñ ÑÐ°Ðº Ñ?ÑÐ¾ Ð¶ Ð½Ðµ Ñ?ÑÐ¾ÑÐ½Ð¾, ÐºÐ°Ðº Ñ? Ð¿Ð¾Ð½Ð¸Ð¼Ð°Ñ ",whitezaichik Ð½Ñ ÑÐ°Ðº ÑÑÐ¾ Ð¶ Ð½Ðµ ÑÑÐ¾ÑÐ½Ð¾ ÐºÐ°Ðº Ñ Ð¿Ð¾Ð½Ð¸Ð¼Ð°Ñ 
NEGATIVE,"sleeping in a real bed. well couch, but its better than a car. except no more rocky mountain view ",sleeping in a real bed well couch but its better than a car except no more rocky mountain view 
POSITIVE,Today was another Wrench-Turner's Olympics. I nearly failed the weight lifting competition... ,Today was another WrenchTurners Olympics I nearly failed the weight lifting competition 
